eia_id,state,area_m2,plant_year,longitude,latitude,open water,"developed, open space","developed, low intensity","developed, medium intensity","developed, high intensity",barren land,deciduous forest,evergreen forest,mixed forest,shrub/scrub,herbaceous,hay/pasture,cultivated crops,woody wetlands,emergent herbaceous wetlands,,,,,,,,,,,,,,,,,
58204,CA,78882.98153,2013,-121.6929703,38.5010796,0.000,0.011,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.966,0.000,0.000,,,,,,,,,,,,,,,,,
58350,NC,87418.77827,2013,-79.2997665,34.5441856,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
58822,NJ,23976.01566,2013,-75.0326385,39.3754883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.231,0.000,0.000,0.000,0.769,0.000,,,,,,,,,,,,,,,,,
58446,CA,48601.76651,2013,-118.0519104,34.6506157,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59030,MA,64146.97797,2013,-72.5825424,42.1844902,0.000,0.000,0.000,0.000,0.000,0.000,0.696,0.203,0.101,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58340,NC,104367.6988,2014,-78.9205093,36.4765968,0.000,0.000,0.000,0.000,0.000,0.000,0.095,0.233,0.431,0.000,0.000,0.241,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57671,CA,71726.0687,2011,-121.3380661,38.2378616,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
59766,MA,30404.15087,2014,-72.1097183,42.3614616,0.000,0.000,0.000,0.000,0.000,0.000,0.265,0.000,0.000,0.000,0.000,0.735,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
56939,CA,604165.1009,2009,-114.7450867,33.5914841,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57838,MA,41393.63512,2012,-71.03302,41.6798706,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.023,0.000,0.000,0.364,0.000,0.114,0.000,,,,,,,,,,,,,,,,,
58447,CA,131398.5825,2013,-118.0610504,34.6479378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57676,MA,26234.56815,2010,-73.2403336,42.4527016,0.000,0.036,0.643,0.286,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58308,CA,61954.83673,2014,-119.1337814,36.2119331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
58348,NC,131347.2913,2013,-81.3264923,35.6281166,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.176,0.824,0.000,0.000,,,,,,,,,,,,,,,,,
58534,MA,71025.30687,2012,-71.4184113,42.636837,0.000,0.000,0.000,0.000,0.000,0.088,0.000,0.000,0.000,0.000,0.913,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59013,MA,60511.87856,2013,-70.7392807,42.1798286,0.000,0.000,0.000,0.000,0.000,0.092,0.000,0.000,0.000,0.000,0.908,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57363,NC,22854.54414,2014,-77.6073837,36.4980087,0.000,0.560,0.040,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.320,0.000,0.000,,,,,,,,,,,,,,,,,
58090,NJ,78522.01369,2013,-74.4887314,40.4246597,0.000,0.384,0.140,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.244,0.023,0.151,0.012,0.000,,,,,,,,,,,,,,,,,
58802,NC,33603.58854,2013,-78.1702347,36.0968704,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.026,0.947,0.000,0.000,,,,,,,,,,,,,,,,,
57697,CA,48018.61016,2009,-121.1631546,38.6134262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58512,NJ,85406.50074,2012,-75.0447159,39.439991,0.000,0.054,0.033,0.033,0.000,0.000,0.402,0.011,0.000,0.217,0.000,0.000,0.250,0.000,0.000,,,,,,,,,,,,,,,,,
58349,NC,107831.0027,2013,-78.1309814,36.4220772,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.992,0.000,0.000,,,,,,,,,,,,,,,,,
57010,CA,29274.86197,2008,-122.0926437,38.2319603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.121,0.000,0.879,0.000,0.000,,,,,,,,,,,,,,,,,
59495,CT,85469.15403,2014,-72.2341003,41.4149475,0.000,0.000,0.000,0.000,0.000,0.000,0.522,0.000,0.000,0.000,0.000,0.478,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59038,NC,72050.38814,2013,-81.3278656,35.220829,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.036,0.831,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59052,NC,77929.4778,2013,-79.1278,34.5190163,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
59277,NJ,21132.24569,2013,-74.8067551,39.9221954,0.000,0.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.565,0.348,0.000,0.000,,,,,,,,,,,,,,,,,
58762,CA,43313.87576,2014,-117.3414078,34.5833817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.689,0.000,0.000,0.000,0.000,0.311,,,,,,,,,,,,,,,,,
57331,CA,6191786.157,2014,-117.3184586,35.0096817,0.000,0.040,0.004,0.001,0.001,0.009,0.000,0.000,0.000,0.874,0.000,0.002,0.069,0.000,0.000,,,,,,,,,,,,,,,,,
58387,MA,56069.08684,2013,-71.7225189,42.4420013,0.000,0.016,0.000,0.000,0.000,0.000,0.806,0.000,0.065,0.000,0.097,0.016,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59297,NJ,47220.05674,2009,-74.6853561,40.4705276,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.321,0.000,0.585,0.094,0.000,0.000,,,,,,,,,,,,,,,,,
58339,NC,133262.6462,2014,-77.0573502,35.2084923,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.986,0.000,0.000,,,,,,,,,,,,,,,,,
58513,CA,124348.2459,2012,-114.918396,33.5641975,0.000,0.000,0.007,0.000,0.000,0.401,0.000,0.000,0.000,0.591,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58097,MA,65495.14505,2014,-70.5331573,41.6710205,0.000,0.000,0.027,0.000,0.000,0.562,0.000,0.370,0.000,0.041,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58270,MA,109461.5455,2012,-70.7427292,41.7993279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57012,CA,30770.36258,2009,-117.1948624,34.5942993,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58669,NC,94845.9147,2014,-78.1829681,35.576416,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.990,0.000,0.000,,,,,,,,,,,,,,,,,
57041,CA,55845.62893,2009,-121.9264221,38.4109039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
59170,NC,136184.4922,2014,-77.0807343,35.8756638,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
59966,NC,227923.6859,2015,-77.3501663,34.7234192,0.000,0.016,0.028,0.000,0.000,0.008,0.000,0.611,0.312,0.012,0.004,0.000,0.000,0.008,0.000,,,,,,,,,,,,,,,,,
58338,NC,97785.47247,2013,-77.8299637,35.3038673,0.000,0.000,0.083,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.899,0.000,0.000,,,,,,,,,,,,,,,,,
59042,NC,30919.9862,2013,-79.7334213,35.0987015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
58514,CA,54398.69169,2013,-116.530098,33.9230843,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.967,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58519,NJ,43748.39792,2011,-74.7350235,40.0003853,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
58454,CA,64113.62457,2013,-117.6423187,34.6007805,0.000,0.000,0.029,0.145,0.014,0.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57352,NJ,21839.57584,2010,-74.7540131,40.2317085,0.000,0.000,0.080,0.640,0.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58493,NC,77661.92729,2012,-78.2513962,35.9479332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.146,0.854,0.000,0.000,,,,,,,,,,,,,,,,,
58346,NC,129659.6764,2013,-79.5281219,36.4719658,0.000,0.000,0.000,0.000,0.000,0.000,0.589,0.085,0.035,0.000,0.000,0.291,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57687,NC,8375.751604,2011,-84.1662292,34.9895515,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59135,MA,72284.7067,2013,-72.512558,42.1801834,0.000,0.075,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.163,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58866,NC,73105.98266,2013,-78.7923813,34.3244896,0.000,0.119,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.821,0.012,0.000,,,,,,,,,,,,,,,,,
57728,NJ,88271.25997,2011,-74.8259811,40.0300789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
58449,CA,109533.915,2014,-118.1621017,34.643795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.975,0.025,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59765,MA,34610.25281,2014,-72.104538,42.4031868,0.000,0.000,0.000,0.000,0.000,0.000,0.405,0.000,0.000,0.000,0.000,0.595,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59508,NC,92868.34641,2016,-78.1822586,35.8902626,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.327,0.135,0.000,0.000,0.000,0.500,0.000,0.000,,,,,,,,,,,,,,,,,
59780,MA,81431.37561,2014,-70.6456146,41.9217186,0.000,0.000,0.000,0.000,0.000,0.598,0.054,0.000,0.011,0.000,0.337,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58937,MA,46929.89723,2014,-72.0328598,42.5874596,0.000,0.055,0.164,0.000,0.000,0.218,0.000,0.473,0.000,0.000,0.000,0.091,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58725,NC,87198.8603,2015,-79.333374,36.1317215,0.000,0.000,0.000,0.000,0.000,0.000,0.615,0.033,0.000,0.000,0.000,0.352,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
60226,CA,246969.6645,2016,-121.117775,38.343956,0.000,0.223,0.142,0.361,0.099,0.062,0.000,0.000,0.000,0.007,0.106,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59029,MA,40745.63383,2013,-71.2423477,41.9011612,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.867,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58332,NC,96467.50015,2013,-81.2351532,35.5259819,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.010,0.000,0.000,0.962,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58341,NC,100152.059,2013,-79.1894073,35.9072418,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.901,0.063,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58318,NC,21576.84187,2012,-79.0265808,35.8334541,0.000,0.000,0.261,0.739,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
56768,CA,166418.8043,2010,-120.3658676,36.7596283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
59278,NJ,116248.1196,2013,-74.8145752,39.927906,0.000,0.108,0.077,0.015,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.777,0.000,0.000,,,,,,,,,,,,,,,,,
58487,NC,85401.24374,2012,-78.5975647,36.4091301,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57360,CA,523704.5799,2011,-120.1013794,35.9851952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
58226,CA,42658.09629,2013,-116.6831589,34.8536682,0.000,0.000,0.000,0.000,0.000,0.106,0.000,0.000,0.000,0.894,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
527,MA,61406.09898,2014,-72.3226166,42.2025871,0.000,0.029,0.000,0.000,0.000,0.000,0.057,0.000,0.029,0.000,0.000,0.886,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59366,NJ,105750.1786,2014,-74.590683,41.1883583,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.181,0.000,0.000,0.707,0.112,0.000,0.000,,,,,,,,,,,,,,,,,
58411,MA,57244.93814,2013,-72.2939911,42.5823708,0.000,0.540,0.349,0.000,0.000,0.000,0.000,0.063,0.000,0.000,0.000,0.048,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58974,MA,70651.34303,2014,-72.6115265,42.4592972,0.000,0.000,0.089,0.051,0.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.671,0.000,0.000,,,,,,,,,,,,,,,,,
58545,CA,125944.8235,2014,-115.4818954,32.9833641,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.445,0.555,0.000,0.000,,,,,,,,,,,,,,,,,
58210,MA,40142.1863,2012,-72.4751892,42.6104431,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.909,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57461,NC,11910.72095,2011,-84.0157089,35.0203781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57677,NC,17404.84547,2011,-84.1574326,34.9990768,0.000,0.000,0.000,0.000,0.000,0.000,0.650,0.000,0.000,0.000,0.350,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58430,CA,6606002.719,2014,-115.6467743,32.6832581,0.000,0.007,0.031,0.003,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.009,0.948,0.000,0.000,,,,,,,,,,,,,,,,,
56862,CA,33809.51906,2008,-117.693512,34.5644989,0.000,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58949,CA,34054.62774,2014,-123.0178375,38.7749367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,0.054,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58862,NC,111420.0784,2013,-78.95681,36.4599991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58450,CA,49672.29777,2013,-118.0611267,34.6690445,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58360,NJ,53821.24302,2012,-75.0295029,39.5186081,0.000,0.632,0.070,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.281,0.000,0.000,,,,,,,,,,,,,,,,,
58611,CA,43044.12511,2013,-117.144165,34.4963837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.938,0.063,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57753,CA,27323.55996,2011,-121.4311295,38.3386993,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
59126,NC,104556.954,2014,-80.5530014,35.8483238,0.000,0.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,0.552,0.000,0.000,,,,,,,,,,,,,,,,,
58805,NC,98394.98072,2014,-79.6920624,35.3132401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.148,0.852,0.000,0.000,,,,,,,,,,,,,,,,,
59166,NJ,23704.67189,2011,-75.3491364,39.7874336,0.000,0.917,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58621,CA,418716.7861,2013,-115.5450516,32.8033485,0.000,0.004,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.441,0.000,0.000,0.535,0.000,0.000,,,,,,,,,,,,,,,,,
58315,NC,117636.5524,2012,-81.1766357,35.7784538,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57827,CA,29857.20557,2011,-119.4262085,36.5389023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.594,0.000,0.406,0.000,0.000,,,,,,,,,,,,,,,,,
58911,CA,163281.4544,2013,-116.8741455,33.0113678,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.916,0.000,0.000,0.000,0.084,,,,,,,,,,,,,,,,,
59033,MA,33458.58079,2013,-72.6226196,42.4463043,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.973,0.000,0.000,,,,,,,,,,,,,,,,,
59579,NC,40532.97165,2014,-78.1529312,36.1267395,0.000,0.068,0.045,0.000,0.000,0.000,0.000,0.205,0.023,0.000,0.000,0.000,0.659,0.000,0.000,,,,,,,,,,,,,,,,,
59031,MA,31729.83163,2013,-72.6638489,42.0595894,0.000,0.212,0.030,0.000,0.000,0.000,0.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58674,NC,92090.51174,2014,-78.2656403,35.9686623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
534,CA,24303.76371,2014,-118.1297302,34.7088547,0.000,0.481,0.296,0.185,0.000,0.000,0.000,0.000,0.000,0.037,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59046,MA,46582.78064,2014,-71.7445297,42.6272697,0.000,0.000,0.000,0.000,0.000,0.000,0.679,0.302,0.019,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59781,MA,95103.66629,2014,-71.9900436,42.3321152,0.000,0.019,0.000,0.000,0.000,0.000,0.037,0.579,0.364,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59125,NC,42084.13921,2014,-77.6075211,35.3706818,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
57750,NJ,49038.12922,2011,-74.980278,39.4892387,0.000,0.200,0.000,0.000,0.000,0.000,0.164,0.000,0.000,0.000,0.000,0.127,0.509,0.000,0.000,,,,,,,,,,,,,,,,,
59552,NC,37057.30792,2014,-78.9718246,34.601387,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
59131,MA,31093.99104,2013,-71.0011063,41.578743,0.000,0.000,0.000,0.000,0.000,0.545,0.030,0.000,0.000,0.000,0.424,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58451,CA,21469.17333,2013,-118.0625153,34.6951141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.783,0.000,0.217,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59543,MA,25816.03754,2013,-71.4301758,42.4728165,0.000,0.296,0.148,0.148,0.037,0.000,0.037,0.000,0.000,0.000,0.037,0.296,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58498,CA,513933.0745,2014,-118.2512283,34.9041061,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.995,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59283,CA,26019.73851,2014,-121.7037048,38.0017052,0.000,0.071,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.821,0.000,0.071,,,,,,,,,,,,,,,,,
58682,MA,265601.6273,2014,-70.9997177,41.6748276,0.000,0.021,0.031,0.024,0.000,0.000,0.469,0.103,0.169,0.072,0.048,0.000,0.048,0.014,0.000,,,,,,,,,,,,,,,,,
57661,NJ,42400.5478,2011,-74.3496857,40.2565613,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
58871,MA,66117.714,2013,-71.0410461,41.8240509,0.000,0.000,0.000,0.000,0.000,0.000,0.486,0.153,0.250,0.000,0.111,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59562,NC,86881.93728,2014,-79.4624863,34.7394943,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,0.000,0.000,,,,,,,,,,,,,,,,,
58453,NC,83449.48254,2011,-81.411026,35.1998749,0.000,0.000,0.000,0.000,0.000,0.000,0.054,0.000,0.000,0.000,0.000,0.946,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58370,CA,27991.16111,2013,-121.6843796,39.3733406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
59866,MA,43490.54892,2013,-72.3630905,42.1879692,0.000,0.000,0.000,0.000,0.000,0.000,0.286,0.551,0.041,0.000,0.000,0.122,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57394,CA,5582723.498,2014,-114.9975891,33.6652412,0.000,0.000,0.000,0.000,0.000,0.297,0.000,0.000,0.000,0.703,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57989,MA,55853.19564,2012,-71.0361633,42.7502022,0.000,0.000,0.000,0.000,0.000,0.492,0.333,0.000,0.000,0.000,0.048,0.127,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
537,CA,113565.5654,2014,-119.0384674,36.1013145,0.000,0.128,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.856,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58371,CA,57836.33641,2013,-121.6814651,39.3732452,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
58500,CA,135341.557,2013,-118.1641617,35.0074387,0.000,0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.932,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59962,CA,247584.0987,2016,-118.3130951,34.7204895,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58721,CA,307189.8063,2014,-118.8852539,35.1488953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
59486,NC,90813.13852,2016,-77.8096466,34.8959465,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.780,0.050,0.030,0.000,0.000,0.140,0.000,0.000,,,,,,,,,,,,,,,,,
57777,CA,64565.14808,2012,-121.1824875,38.4694748,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57806,CA,7659.762675,2012,-121.1830368,38.4639473,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57781,CA,105897.1686,2012,-121.1792984,38.4639664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.026,0.922,0.000,0.000,,,,,,,,,,,,,,,,,
57779,CA,33495.98907,2012,-121.1785431,38.4660797,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
57698,CA,75602.43157,2010,-121.1697998,38.6093788,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
58983,CA,442767.8653,2014,-118.1817245,35.0135956,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57382,NJ,70133.74597,2010,-74.6575317,40.1683884,0.000,0.013,0.000,0.000,0.000,0.000,0.027,0.000,0.000,0.013,0.000,0.000,0.947,0.000,0.000,,,,,,,,,,,,,,,,,
60590,CA,1273264.586,2016,-118.3911362,34.8404465,0.000,0.018,0.036,0.004,0.001,0.000,0.000,0.000,0.000,0.670,0.272,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
59976,CA,1677629.966,2016,-118.4527893,34.8443184,0.000,0.047,0.000,0.000,0.000,0.144,0.000,0.000,0.000,0.785,0.024,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
60233,CA,4993174.162,2016,-118.5317535,34.8256378,0.000,0.008,0.000,0.000,0.000,0.218,0.000,0.000,0.000,0.761,0.014,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
57850,CA,27502.25976,2012,-121.4616699,38.2835808,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,,,,,,,,,,,,,,
